Id,Tipo,FechaConstruccion,FechaReforma,Plantas,Plan,PAU,CatParcela,PerimParcela,Superficie,Aseos,Habitaciones,Garaje,Piscina,Vallada,CallePavimentada,Callejon,Formato,TipoDesnivel,Desnivel,GasNatural,AguaCorriente,FosaSeptica,Situacion,CP,ProxCarretera,ProxCallePrincipal,ProxViasTren,Estado,RatingEstrellas,Precio
136,Chalet individual,1970,1970,1,Antiguo,0,Residencial unifamiliar,97.54,966.19,2,7,1,0,1,1,0,Rectangular,Llana,Ligero,1,1,0,Interior,50012,0,0,0,6,3.5,313364
137,Chalet individual,1967,1967,1,Antiguo,0,Residencial unifamiliar,,962.01,2,5,1,0,0,1,0,Poco irregular,Llana,Ligero,1,1,0,Esquina,50014,0,0,0,5,2.5,267836
138,Dúplex,1988,1989,2,,0,Residencial unifamiliar,99.97,1028.44,3,9,1,0,0,1,0,Rectangular,Llana,Ligero,1,1,0,Interior,62040,0,0,0,5,3.5,333091
139,Chalet individual,1999,2000,2,Antiguo,0,Residencial unifamiliar,89.0,842.26,3,7,1,0,1,1,0,Poco irregular,Llana,Ligero,1,1,0,Interior,60061,0,0,0,5,4.0,414217
140,Chalet individual,1997,1997,2,Antiguo,0,Residencial unifamiliar,79.25,1433.12,4,7,1,0,1,1,0,Poco irregular,Llana,Ligero,1,1,0,Interior,60061,0,0,0,5,3.0,400883
141,Chalet individual,1971,1971,1,Antiguo,0,Residencial unifamiliar,85.34,975.48,1,5,0,0,0,1,0,Rectangular,Llana,Ligero,1,1,0,Frontal 2 lados,50014,0,0,0,5,2.0,191483
142,Chalet individual,2005,2005,1,Antiguo,0,Residencial unifamiliar,95.1,1081.86,3,7,1,0,0,1,0,Rectangular,Llana,Ligero,1,1,0,Interior,60061,0,0,0,5,3.5,506454
143,Chalet individual,1952,1952,1,,0,Residencial unifamiliar,86.56,791.53,2,6,1,0,1,1,0,Rectangular,Llana,Ligero,1,1,0,Esquina,50014,1,0,0,4,2.5,276402
144,Chalet individual,1999,1999,1,Antiguo,0,Residencial unifamiliar,95.1,960.15,3,6,1,0,0,1,0,Poco irregular,Llana,Ligero,1,1,0,Interior,60061,0,0,0,5,3.5,353262
145,Dúplex,1963,1963,2,,0,Residencial tipo 2,85.34,845.42,3,10,1,0,0,1,0,Rectangular,Llana,Ligero,1,1,0,Interior,50010,0,0,0,5,2.5,243488
146,Casa baja,2004,2006,2,Antiguo,1,Residencial tipo 2,29.26,234.3,2,7,1,0,0,1,0,Rectangular,Llana,Ligero,1,1,0,Interior,61528,0,0,0,5,3.0,253227
147,Chalet individual,1931,1993,1,Nuevo,0,Residencial tipo 2,62.18,568.57,2,5,1,0,0,1,0,Rectangular,Llana,Ligero,1,1,0,Esquina,62801,0,0,0,7,2.5,181826
148,Chalet individual,2001,2001,2,Antiguo,0,Residencial unifamiliar,,883.04,3,8,1,0,0,1,0,Poco irregular,Llana,Ligero,1,1,0,Trasero,60118,0,0,0,5,3.5,370479
149,Chalet individual,2004,2005,1,Antiguo,0,Residencial unifamiliar,76.81,696.77,2,6,0,0,0,1,0,Rectangular,Llana,Ligero,1,1,0,Interior,50015,0,0,0,5,3.5,253933
150,Chalet individual,1936,1950,1,,0,Residencial tipo 2,,579.71,1,7,1,0,0,1,0,Rectangular,Llana,Ligero,1,1,0,Interior,62801,0,0,0,4,2.5,224009
151,Chalet individual,1975,1975,1,Antiguo,0,Residencial unifamiliar,146.3,962.1,2,5,1,0,1,1,0,Rectangular,Llana,Ligero,1,1,0,Esquina,60061,0,0,0,6,2.5,228504
152,Chalet individual,2007,2008,1,Antiguo,0,Residencial unifamiliar,130.45,1290.52,3,6,1,0,0,1,0,Rectangular,Llana,Ligero,1,1,0,Interior,60645,0,0,0,5,4.0,670675
153,Chalet individual,1971,1971,2,Antiguo,0,Residencial unifamiliar,,1375.24,3,8,1,0,1,1,0,Poco irregular,Llana,Ligero,1,1,0,Trasero,50012,0,0,0,5,3.0,370101
154,Chalet individual,1960,1975,1,Antiguo,0,Residencial unifamiliar,,1254.19,2,4,1,0,0,1,0,Rectangular,Llana,Ligero,1,1,0,Interior,62447,0,0,0,7,3.0,423222
155,Chalet individual,1923,1950,1,Nuevo,0,Residencial tipo 2,102.41,1053.52,1,7,1,0,0,1,0,Rectangular,Llana,Ligero,1,1,0,Esquina,61704,0,0,0,5,3.0,243488
156,Chalet individual,1924,1950,1,,0,Residencial unifamiliar,73.15,891.87,1,5,0,0,0,1,0,Rectangular,Llana,Ligero,1,1,0,Esquina,61528,1,0,0,5,3.0,142275
157,Chalet individual,1950,1950,1,Antiguo,0,Residencial unifamiliar,73.15,668.9,1,5,1,0,0,1,0,Rectangular,Llana,Ligero,1,1,0,Interior,50014,0,0,0,7,2.5,213295
158,Chalet individual,2009,2010,2,Antiguo,0,Residencial unifamiliar,112.17,1115.12,3,8,1,0,0,1,0,Rectangular,Llana,Ligero,1,1,0,Esquina,50017,0,0,0,5,4.0,448737
159,Chalet individual,2004,2005,2,Antiguo,0,Residencial especial,121.92,1166.12,3,8,1,0,1,1,0,Rectangular,Llana,Ligero,1,1,0,Esquina,50011,0,0,0,5,3.5,424427
160,Chalet individual,2005,2006,2,Antiguo,0,Residencial unifamiliar,163.37,1800.28,4,9,1,0,0,1,0,Poco irregular,Inclinación lateral,Ligero,1,1,0,Esquina,60118,0,0,0,5,3.5,623328
161,Chalet individual,1984,1984,1,Antiguo,0,Residencial unifamiliar,,1033.08,2,6,1,0,0,1,0,Poco irregular,Llana,Ligero,1,1,0,Trasero,50018,0,0,0,6,3.0,292653
162,Chalet individual,2003,2004,2,Antiguo,0,Residencial unifamiliar,134.11,1271.66,4,10,1,0,0,1,0,Poco irregular,Llana,Ligero,1,1,0,Interior,60645,0,0,0,5,4.5,742889
163,Chalet individual,2005,2005,1,Antiguo,0,Residencial unifamiliar,115.82,1131.74,2,7,1,0,0,1,0,Rectangular,Llana,Ligero,1,1,0,Esquina,60645,0,0,0,5,3.5,366316
164,Chalet individual,1956,1956,1,,0,Residencial unifamiliar,67.06,510.97,1,4,0,0,1,1,0,Rectangular,Llana,Ligero,1,1,0,Interior,61704,0,0,0,6,2.0,193292
165,Chalet individual,1926,2004,1,,0,Residencial tipo 2,48.77,501.68,2,5,1,0,0,1,1,Rectangular,Llana,Ligero,1,1,0,Esquina,61704,0,0,0,7,3.0,284693
166,Chalet adosado,1940,1999,3,,0,Residencial unifamiliar,75.59,938.88,3,6,0,0,0,1,0,Rectangular,Llana,Ligero,1,1,0,Interior,61528,0,0,0,7,2.5,229620
167,Chalet individual,1955,1993,1,Antiguo,0,Residencial unifamiliar,,994.81,2,7,1,0,1,1,0,Poco irregular,Llana,Ligero,1,1,0,Interior,62447,0,0,0,5,2.5,329019
168,Chalet individual,2007,2007,2,Antiguo,0,Residencial unifamiliar,104.85,981.24,3,8,1,0,0,1,0,Rectangular,Llana,Ligero,1,1,0,Interior,60645,0,0,0,5,4.0,609888
169,Chalet individual,2004,2004,2,Antiguo,0,Residencial unifamiliar,75.59,765.89,3,7,1,0,0,1,0,Poco irregular,Llana,Ligero,1,1,0,Interior,60118,0,0,0,5,3.5,343692
170,Chalet individual,1981,1981,1,Antiguo,0,Residencial unifamiliar,,1548.6,3,6,1,0,0,1,0,Poco irregular,Llana,Ligero,1,1,0,Esquina,50017,0,0,0,6,4.0,444121
171,Chalet individual,1941,1950,1,,0,Residencial tipo 2,,1148.1,2,7,1,0,0,1,0,Poco irregular,Llana,Ligero,1,1,0,Interior,61704,0,1,0,6,2.5,240678
172,Chalet individual,1960,1960,1,Antiguo,0,Residencial unifamiliar,171.91,2951.53,2,7,1,0,0,1,0,Poco irregular,Llana,Ligero,1,1,0,Esquina,50014,0,0,0,5,3.0,357991
173,Piso alto,1987,1987,2,Antiguo,1,Residencial unifamiliar,53.64,492.94,3,5,1,0,0,1,0,Poco irregular,Llana,Ligero,1,1,0,Interior,50012,0,0,0,7,3.5,465548
174,Chalet individual,1961,1961,1,Antiguo,0,Residencial unifamiliar,97.54,947.33,3,6,1,0,0,1,0,Poco irregular,Llana,Ligero,1,1,0,Interior,50014,0,0,0,5,3.0,293554
175,Chalet individual,1986,1986,1,Antiguo,0,Residencial unifamiliar,57.3,1153.48,3,7,1,0,0,1,0,Poco irregular,Llana,Ligero,1,1,0,Interior,50017,0,0,0,5,3.0,331374
176,Chalet individual,1950,2001,1,Antiguo,0,Residencial unifamiliar,102.41,1171.97,3,7,1,0,1,1,0,Rectangular,Llana,Ligero,1,1,0,Esquina,61528,0,0,0,7,3.0,455134
177,Chalet individual,1988,1989,2,Antiguo,0,Residencial unifamiliar,118.26,931.72,4,8,1,0,0,1,0,Poco irregular,Llana,Ligero,1,1,0,Esquina,62447,0,0,0,5,3.0,395199
178,Chalet individual,1958,1958,1,,0,Residencial unifamiliar,,1268.13,3,8,1,0,0,1,0,Rectangular,Llana,Ligero,1,1,0,Interior,50010,0,0,0,5,2.5,336013
179,Chalet individual,2008,2009,1,Antiguo,0,Residencial unifamiliar,76.81,1618.65,3,9,1,0,0,1,0,Poco irregular,Llana,Ligero,1,1,0,Trasero,50012,0,0,0,5,4.5,869019
180,Chalet individual,1923,2006,1,Nuevo,0,Residencial tipo 2,73.15,791.53,1,5,1,0,0,1,0,Rectangular,Llana,Ligero,1,1,0,Interior,61704,0,0,0,6,2.5,187298
181,Casa baja,2000,2000,2,Antiguo,1,Residencial especial,,196.68,3,5,1,0,0,1,0,Rectangular,Llana,Ligero,1,1,0,Interior,50011,0,0,0,5,3.0,331518
182,Chalet individual,1920,1950,2,Nuevo,0,Residencial unifamiliar,65.84,704.95,2,9,1,0,0,1,0,Rectangular,Llana,Ligero,1,1,0,Interior,62451,0,0,0,6,3.5,389775
183,Chalet individual,1957,2006,1,Antiguo,0,Residencial unifamiliar,73.15,841.7,1,7,1,0,1,1,0,Rectangular,Llana,Ligero,1,1,0,Interior,61528,1,0,0,6,2.5,224758
184,Chalet individual,2003,2003,1,,0,Residencial tipo 2,76.81,1061.51,3,6,1,0,0,1,0,Rectangular,Llana,Ligero,1,1,0,Interior,61704,0,0,0,5,3.5,360189
185,Chalet individual,1908,1991,1,,0,Residencial unifamiliar,112.17,691.01,1,5,1,0,1,1,0,Poco irregular,Llana,Ligero,1,1,0,Interior,62801,0,1,0,8,2.5,247383
186,Chalet individual,1892,1993,2,,0,Residencial tipo 2,109.73,2132.12,3,12,1,0,1,1,0,Algo irregular,Llana,Ligero,1,1,0,Interior,61704,1,0,0,9,5.0,925253
187,Chalet individual,1990,1991,2,,0,Residencial unifamiliar,,924.11,3,6,1,0,1,1,0,Poco irregular,Llana,Ligero,1,1,0,Trasero,62040,0,0,0,5,3.5,299580
188,Chalet individual,1916,1987,1,,0,Residencial unifamiliar,73.15,967.12,3,8,1,0,1,1,0,Rectangular,Llana,Ligero,1,1,0,Interior,61704,0,0,0,7,2.5,233776
189,Dúplex,1979,1979,2,,0,Residencial unifamiliar,78.03,651.99,4,6,1,0,0,1,0,Rectangular,Inclinación frontal,Ligero,1,1,0,Interior,50015,0,1,0,5,2.5,265530
190,Piso alto,2001,2002,1,Antiguo,1,Residencial unifamiliar,49.99,457.36,3,5,1,0,0,1,0,Rectangular,Llana,Ligero,1,1,0,Interior,50012,0,0,0,5,4.0,515070
191,Chalet individual,1932,1994,2,Nuevo,0,Residencial unifamiliar,85.34,981.99,3,10,1,0,0,1,0,Rectangular,Inclinación frontal,Moderado,1,1,0,Interior,62451,0,0,0,8,4.0,589989
192,Chalet individual,1972,2004,2,Antiguo,0,Residencial unifamiliar,,694.17,3,7,1,0,0,1,0,Poco irregular,Llana,Ligero,1,1,0,Trasero,50014,0,0,0,9,3.5,344629
193,Chalet individual,1999,1999,1,Antiguo,0,Residencial unifamiliar,82.91,837.71,3,6,1,0,0,1,0,Poco irregular,Llana,Ligero,1,1,0,Interior,60061,0,0,0,5,3.5,332482
194,Casa baja,2004,2004,2,Antiguo,1,Residencial tipo 2,29.26,234.3,2,7,1,0,0,1,0,Rectangular,Llana,Ligero,1,1,0,Interior,61528,0,0,0,5,3.5,253227
195,Chalet individual,1972,1972,1,Antiguo,0,Residencial unifamiliar,73.15,667.04,1,5,1,0,0,1,0,Poco irregular,Llana,Ligero,1,1,0,Interior,60061,0,0,0,7,2.5,228720
196,Casa baja,1976,1976,2,Antiguo,1,Residencial unifamiliar,29.26,211.82,3,7,1,0,0,1,0,Rectangular,Llana,Ligero,1,1,0,Frontal 2 lados,60646,0,0,0,6,3.0,257154
197,Chalet individual,2007,2007,1,Antiguo,0,Residencial unifamiliar,96.32,874.78,3,8,1,0,0,1,0,Rectangular,Llana,Ligero,1,1,0,Interior,50011,0,0,0,5,3.5,584130
198,Chalet individual,1918,1990,2,,0,Residencial unifamiliar,212.14,2361.5,4,8,1,1,1,1,0,Rectangular,Llana,Ligero,1,1,0,Esquina,50014,1,0,0,4,4.0,457757
199,Chalet individual,1912,1950,2,,0,Residencial tipo 2,112.17,512.82,1,8,0,0,1,1,0,Rectangular,Llana,Ligero,1,1,0,Esquina,61704,0,0,0,6,3.0,180094
200,Chalet individual,2004,2005,1,Antiguo,0,Residencial unifamiliar,92.66,891.03,3,7,1,0,0,1,0,Rectangular,Llana,Ligero,1,1,0,Interior,60645,0,0,0,5,4.0,476038
201,Chalet individual,2003,2004,1,Antiguo,0,Residencial tipo 2,97.54,793.95,2,5,1,0,0,1,0,Rectangular,Llana,Ligero,1,1,0,Esquina,61528,0,0,0,5,2.0,233110
202,Chalet individual,1977,1977,1,Antiguo,0,Residencial unifamiliar,91.44,940.64,3,6,1,0,1,1,0,Rectangular,Llana,Ligero,1,1,0,Interior,62040,0,0,0,6,3.0,308862
203,Chalet individual,1924,1950,1,,0,Residencial unifamiliar,60.96,650.32,2,6,1,0,0,1,0,Rectangular,Llana,Ligero,1,1,0,Esquina,61704,1,0,0,6,3.0,218165
204,Piso alto,2004,2004,1,Antiguo,1,Residencial tipo 2,,412.3,2,3,1,0,0,1,0,Rectangular,Llana,Ligero,1,1,0,Interior,60061,0,0,0,5,3.0,268341
205,Chalet individual,1947,1950,1,,0,Residencial tipo 2,60.96,325.16,2,5,1,0,1,1,1,Rectangular,Llana,Ligero,1,1,0,Interior,61704,0,0,0,7,2.5,190484
206,Chalet individual,1990,1990,1,Antiguo,0,Residencial unifamiliar,120.7,1100.99,2,5,1,0,0,1,0,Rectangular,Llana,Ligero,1,1,0,Esquina,60118,0,0,0,5,3.5,312568
207,Chalet individual,1962,1962,1,Antiguo,0,Residencial unifamiliar,48.77,1270.26,2,8,1,0,0,1,0,Poco irregular,Llana,Ligero,1,1,0,Trasero,50010,0,0,0,5,2.5,269522
208,Chalet individual,1960,1960,1,Antiguo,0,Residencial unifamiliar,,1160.64,2,6,1,0,1,1,0,Poco irregular,Llana,Ligero,1,1,0,Interior,50014,0,0,0,5,2.0,253933
209,Chalet individual,1988,1989,2,Antiguo,0,Residencial unifamiliar,,1334.46,4,7,1,0,0,1,0,Poco irregular,Muy irregular,Moderado,1,1,0,Interior,50015,0,0,0,5,3.5,518816
210,Chalet individual,1964,1964,1,Antiguo,0,Residencial unifamiliar,91.44,766.45,2,6,1,0,1,1,0,Rectangular,Llana,Ligero,1,1,0,Interior,50014,0,0,0,7,3.0,261137
211,Chalet individual,1925,1950,1,Nuevo,0,Residencial unifamiliar,81.69,520.63,2,5,0,0,0,1,0,Rectangular,Llana,Ligero,1,1,0,Interior,61528,0,0,0,6,2.5,176492
212,Chalet individual,2009,2009,1,Antiguo,0,Residencial unifamiliar,101.19,968.05,2,6,1,0,0,1,0,Rectangular,Llana,Ligero,1,1,0,Esquina,61528,0,0,0,5,3.0,309704
213,Chalet individual,2009,2009,2,Antiguo,0,Residencial especial,87.78,802.68,4,7,1,0,0,1,0,Rectangular,Llana,Ligero,1,1,0,Interior,50011,0,0,0,5,3.5,437557
214,Chalet individual,1995,1995,1,Antiguo,0,Residencial unifamiliar,52.43,1260.51,2,5,1,0,0,1,0,Algo irregular,Llana,Ligero,1,1,0,Trasero,60061,0,0,0,5,2.5,303872
215,Chalet individual,1977,1977,2,Antiguo,0,Residencial unifamiliar,,1012.64,2,6,1,0,1,1,0,Poco irregular,Llana,Ligero,1,1,0,Frontal 2 lados,60061,0,0,0,7,3.0,269326
216,Chalet individual,1957,1996,1,Antiguo,0,Residencial unifamiliar,87.78,930.05,2,6,1,0,1,1,0,Poco irregular,Llana,Ligero,1,1,0,Interior,50014,0,0,0,6,2.5,261895
217,Chalet individual,2004,2004,1,Antiguo,0,Residencial unifamiliar,79.25,785.03,3,8,1,0,0,1,0,Rectangular,Llana,Ligero,1,1,0,Interior,60061,0,0,0,5,3.5,378198
218,Chalet individual,1925,1950,2,Nuevo,0,Residencial tipo 2,69.49,920.3,1,8,1,0,0,1,1,Rectangular,Llana,Ligero,1,1,0,Interior,61704,0,0,0,4,2.0,208425
219,Chalet individual,1939,2006,1,,0,Residencial unifamiliar,,1454.86,3,8,1,0,0,1,0,Poco irregular,Llana,Ligero,1,1,0,Esquina,62451,0,0,0,9,3.5,560994
220,Piso alto,2005,2006,1,Antiguo,1,Residencial unifamiliar,52.43,279.64,2,5,1,0,0,1,0,Rectangular,Llana,Ligero,1,1,0,Interior,61705,0,0,0,5,3.5,325767
221,Chalet individual,2006,2006,1,Antiguo,0,Residencial unifamiliar,89.0,835.2,2,5,1,0,0,1,0,Poco irregular,Llana,Ligero,1,1,0,Interior,60061,0,0,0,5,3.5,399125
222,Chalet individual,2002,2002,2,Antiguo,0,Residencial unifamiliar,,749.54,3,8,1,0,0,1,0,Poco irregular,Llana,Ligero,1,1,0,Interior,60118,0,0,0,5,3.0,346335
223,Chalet individual,1975,1975,2,Antiguo,0,Residencial unifamiliar,103.63,1066.06,4,6,1,0,1,1,0,Rectangular,Llana,Ligero,1,1,0,Interior,50012,0,0,0,6,3.0,350427
224,Chalet individual,1971,1971,1,Antiguo,0,Residencial unifamiliar,85.34,975.48,1,4,1,0,0,1,0,Rectangular,Llana,Ligero,1,1,0,Frontal 2 lados,50014,0,0,0,6,2.0,167973
225,Chalet individual,2003,2003,1,Antiguo,0,Residencial unifamiliar,125.58,1251.59,2,8,1,0,0,1,0,Rectangular,Llana,Ligero,1,1,0,Interior,60645,0,0,0,5,5.0,668860
226,Casa baja,1971,1971,2,Antiguo,1,Residencial tipo 2,25.6,156.08,3,6,1,0,0,1,0,Rectangular,Llana,Ligero,1,1,0,Interior,61615,0,0,0,5,2.5,193948
227,Chalet individual,1995,1995,2,Antiguo,0,Residencial unifamiliar,99.97,924.39,3,9,1,0,0,1,0,Poco irregular,Llana,Ligero,1,1,0,Interior,60706,0,0,0,5,3.5,543165
228,Casa baja,1970,1970,2,Antiguo,1,Residencial tipo 2,25.6,173.64,2,5,1,0,0,1,0,Rectangular,Llana,Ligero,1,1,0,Interior,61615,0,0,0,6,3.0,190900
229,Chalet individual,1967,1967,1,Antiguo,0,Residencial unifamiliar,85.34,791.63,1,5,1,0,1,1,0,Rectangular,Llana,Ligero,1,1,0,Frontal 2 lados,50010,0,1,0,5,2.5,208134
230,Piso alto,2005,2006,1,Antiguo,1,Residencial unifamiliar,52.43,295.62,2,7,1,0,0,1,0,Rectangular,Llana,Ligero,1,1,0,Interior,61705,0,0,0,5,3.5,333348
231,Chalet individual,1959,1959,1,Antiguo,0,Residencial unifamiliar,89.0,813.83,2,6,1,0,0,1,0,Rectangular,Llana,Ligero,1,1,0,Interior,50014,0,0,0,6,3.0,246431
232,Chalet individual,1995,1996,2,Antiguo,0,Residencial unifamiliar,212.14,1406.37,4,9,1,0,0,1,0,Poco irregular,Llana,Ligero,1,1,0,Interior,60706,0,0,0,5,4.0,697866
233,Casa baja,1972,1972,2,Antiguo,1,Residencial tipo 2,25.6,156.08,2,5,1,0,0,1,0,Rectangular,Llana,Ligero,1,1,0,Interior,61615,0,0,0,5,3.0,184077
234,Chalet individual,1976,1976,1,Antiguo,0,Residencial unifamiliar,91.44,989.42,2,5,1,0,1,1,0,Rectangular,Llana,Ligero,1,1,0,Esquina,60061,0,0,0,6,2.5,213462
235,Chalet individual,2002,2002,2,Antiguo,0,Residencial unifamiliar,,729.38,4,8,1,0,0,1,0,Rectangular,Llana,Ligero,1,1,0,Interior,60118,0,0,0,5,3.0,360488
236,Piso alto,1971,1971,2,Antiguo,1,Residencial tipo 2,25.6,156.08,2,5,1,0,0,1,0,Rectangular,Llana,Ligero,1,1,0,Interior,61615,0,0,0,3,3.0,161184
237,Chalet individual,2004,2004,1,Antiguo,0,Residencial unifamiliar,79.25,815.04,2,6,1,0,0,1,0,Rectangular,Llana,Ligero,1,1,0,Frontal 2 lados,60061,0,0,0,5,3.5,308871
238,Chalet individual,1993,2003,2,Antiguo,0,Residencial unifamiliar,,878.21,3,7,1,0,0,1,0,Poco irregular,Llana,Ligero,1,1,0,Trasero,50015,0,0,1,7,3.5,323857
239,Chalet individual,2007,2007,1,Antiguo,0,Residencial unifamiliar,113.39,1117.62,2,7,1,0,0,1,0,Rectangular,Llana,Ligero,1,1,0,Interior,60645,0,0,0,5,4.0,595608
240,Chalet individual,1945,1950,1,,0,Residencial unifamiliar,63.4,812.07,2,7,1,0,1,1,0,Rectangular,Llana,Ligero,1,1,0,Interior,61528,0,0,0,4,3.0,188153
241,Chalet individual,2008,2008,1,Antiguo,0,Residencial especial,91.44,836.13,3,7,1,0,0,1,0,Rectangular,Llana,Ligero,1,1,0,Interior,50011,0,0,0,5,4.0,437082
242,Chalet individual,1945,1997,1,Nuevo,0,Residencial tipo 2,48.77,360.46,1,4,0,0,0,1,0,Rectangular,Llana,Ligero,1,1,0,Interior,61704,0,0,0,9,2.5,206964
243,Chalet individual,1900,1950,1,,0,Residencial tipo 2,76.81,464.52,1,6,1,0,0,1,0,Rectangular,Llana,Ligero,1,1,0,Esquina,61704,0,0,0,4,2.5,153884
244,Piso alto,1980,1980,2,Antiguo,1,Residencial unifamiliar,91.44,999.82,2,6,1,0,0,1,0,Rectangular,Llana,Ligero,1,1,0,Esquina,50015,0,0,0,6,3.0,207801
245,Chalet individual,1994,2002,2,Antiguo,0,Residencial unifamiliar,,824.98,4,8,1,0,0,1,0,Poco irregular,Llana,Ligero,1,1,0,Interior,50015,0,0,0,5,3.5,341340
246,Chalet individual,1988,1988,1,Antiguo,0,Residencial unifamiliar,97.54,966.19,3,6,1,0,0,1,0,Rectangular,Llana,Ligero,1,1,0,Interior,50012,0,0,0,5,3.5,470418
247,Chalet adosado,1910,1950,3,,0,Residencial tipo 2,84.12,849.32,2,9,1,0,0,1,1,Rectangular,Llana,Ligero,1,1,0,Interior,61704,0,0,0,8,3.0,266862
248,Chalet individual,1954,1954,1,Antiguo,0,Residencial unifamiliar,91.44,1050.73,1,5,1,0,0,1,0,Rectangular,Llana,Ligero,1,1,0,Interior,50014,0,0,0,5,3.0,272706
249,Chalet individual,2003,2003,2,Antiguo,0,Residencial unifamiliar,87.78,1051.38,3,8,1,0,0,1,0,Rectangular,Llana,Ligero,1,1,0,Interior,60061,0,0,0,5,3.5,337137
250,Chalet individual,1958,2006,1,,0,Residencial unifamiliar,,14771.58,3,7,1,0,0,1,0,Algo irregular,Muy irregular,Elevado,1,1,0,Trasero,62447,0,0,0,7,3.0,518816
251,Chalet individual,1940,1966,1,Nuevo,0,Residencial unifamiliar,67.06,497.03,1,6,0,0,1,1,0,Poco irregular,Llana,Ligero,1,1,0,Interior,62801,0,0,0,2,1.5,127378
252,Piso alto,2006,2007,1,Antiguo,1,Residencial tipo 2,53.64,441.29,4,5,1,0,0,1,0,Poco irregular,Inclinación lateral,Moderado,1,1,0,Interior,62451,0,0,0,5,4.0,440151
253,Chalet individual,2004,2004,2,Antiguo,0,Residencial unifamiliar,79.25,777.23,3,6,1,0,0,1,0,Poco irregular,Llana,Ligero,1,1,0,Interior,50015,0,0,0,5,3.0,311563
254,Chalet individual,1964,1991,2,,0,Residencial unifamiliar,103.63,868.64,3,7,1,0,1,1,0,Rectangular,Llana,Ligero,1,1,0,Interior,50014,0,0,0,7,3.0,295931
255,Chalet individual,1957,1957,1,Antiguo,0,Residencial unifamiliar,85.34,780.39,2,5,1,0,0,1,0,Rectangular,Llana,Ligero,1,1,0,Interior,50014,0,0,0,6,2.5,241436
256,Chalet individual,1999,1999,2,Antiguo,0,Residencial unifamiliar,80.47,811.79,3,8,1,0,0,1,0,Poco irregular,Llana,Ligero,1,1,0,Interior,60118,0,0,0,5,3.5,448017
257,Chalet individual,2003,2003,2,Antiguo,0,Residencial especial,78.03,816.71,3,7,1,0,0,1,0,Poco irregular,Llana,Ligero,1,1,0,Interior,50011,0,0,0,5,3.0,373696
258,Chalet individual,2006,2006,1,Antiguo,0,Residencial unifamiliar,82.91,818.85,4,8,1,0,0,1,0,Rectangular,Llana,Ligero,1,1,0,Interior,60061,0,0,0,5,3.5,380969
259,Chalet individual,2001,2001,2,Antiguo,0,Residencial unifamiliar,97.54,1155.25,3,7,1,0,0,1,0,Rectangular,Llana,Ligero,1,1,0,Interior,60061,0,0,0,5,3.5,416918
260,Chalet individual,1956,1956,1,Antiguo,0,Residencial tipo 2,85.34,1180.05,1,4,1,0,0,1,0,Rectangular,Llana,Ligero,1,1,0,Interior,61704,0,0,0,5,2.5,174692
261,Chalet individual,1962,1962,2,,0,Residencial unifamiliar,146.3,1792.66,2,6,1,0,1,1,0,Rectangular,Llana,Ligero,1,1,0,Esquina,50014,1,0,0,5,3.0,304775
262,Chalet individual,2007,2007,2,Antiguo,0,Residencial unifamiliar,84.12,890.75,3,10,1,0,0,1,0,Poco irregular,Llana,Ligero,1,1,0,Interior,60061,0,0,0,5,4.0,516943
263,Chalet individual,1977,1995,2,,0,Residencial unifamiliar,107.29,786.98,2,6,1,0,1,1,0,Poco irregular,Llana,Ligero,1,1,0,Esquina,50010,0,0,0,7,3.0,294133
264,Chalet individual,1929,2001,1,,0,Residencial tipo 2,60.96,510.97,2,6,1,0,0,1,0,Rectangular,Llana,Ligero,1,1,0,Esquina,61704,0,0,0,7,2.5,216460
265,Chalet individual,1925,2004,1,Nuevo,0,Residencial tipo 2,36.58,486.07,1,4,1,0,0,1,1,Muy irregular,Inclinación frontal,Ligero,1,1,0,Interior,61704,1,0,0,5,2.5,131469
266,Chalet individual,1981,1981,1,Antiguo,0,Residencial unifamiliar,95.1,1123.2,2,7,1,0,1,1,0,Poco irregular,Llana,Ligero,1,1,0,Interior,50012,0,0,0,6,3.0,316066
267,Chalet individual,1997,1997,2,Antiguo,0,Residencial unifamiliar,85.34,1041.16,4,8,1,0,0,1,0,Poco irregular,Inclinación lateral,Ligero,1,1,0,Frontal 2 lados,60118,0,0,0,5,3.0,360362
268,Chalet individual,1939,1997,2,,0,Residencial unifamiliar,73.15,780.39,3,8,1,0,0,1,0,Rectangular,Inclinación frontal,Moderado,1,1,0,Interior,50011,0,0,0,8,2.5,323269
269,Chalet individual,1940,1955,1,Nuevo,0,Residencial tipo 2,86.56,641.03,1,4,1,0,0,1,0,Rectangular,Llana,Ligero,1,1,0,Interior,60406,0,0,0,6,2.5,217014
270,Chalet individual,1976,1976,1,Antiguo,0,Residencial unifamiliar,,735.51,3,6,1,0,1,1,0,Poco irregular,Llana,Ligero,1,1,0,Esquina,61528,0,0,0,7,3.0,277201
271,Chalet individual,2006,2006,2,Antiguo,0,Residencial especial,102.41,996.66,3,8,1,0,0,1,0,Rectangular,Llana,Ligero,1,1,0,Interior,50011,0,0,0,5,4.0,518142
272,Chalet individual,1954,2005,1,Antiguo,0,Residencial unifamiliar,89.0,3632.88,2,5,1,0,0,1,0,Poco irregular,Muy irregular,Elevado,1,1,0,Trasero,62447,0,0,0,7,3.5,434928
