,Superficie,ProxCarretera,ProxCallePrincipal,ProxViasTren,RatingEstrellas,SinGaraje,3plantas,AgeOfHouse,YearsSinceReform,hab*aseos,hab*rating,aseos*rating,aseos*rating*hab,Tipo_Casa baja,Tipo_Chalet adosado,Tipo_Chalet individual,Tipo_Dúplex,Tipo_Piso alto,CatParcela_Residencial especial,CatParcela_Residencial tipo 1,CatParcela_Residencial tipo 2,CatParcela_Residencial unifamiliar,CatParcela_Terciario,Formato_Algo irregular,Formato_Muy irregular,Formato_Poco irregular,Formato_Rectangular,TipoDesnivel_Inclinación frontal,TipoDesnivel_Inclinación lateral,TipoDesnivel_Llana,TipoDesnivel_Muy irregular,Desnivel_Elevado,Desnivel_Ligero,Desnivel_Moderado,Situacion_Esquina,Situacion_Frontal 2 lados,Situacion_Frontal 3 lados,Situacion_Interior,Situacion_Trasero,postal_group_5,postal_group_6,Precio
2038,6.597118416384801,0.0,0.0,0.0,2.0,0.6931471805599453,0.0,4.6443908991413725,4.30406509320417,1.6094379124341003,2.1972245773362196,1.0986122886681098,2.1972245773362196,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0,0.6931471805599453,0.0,0.0,0.0,1,0.0,0.0,1,0.0,0.0,1,0.0,0.0,0.0,0.0,1,0.0,0,1,11.009356779152121
72141,6.597118416384801,0.0,0.0,0.0,2.0,0.6931471805599453,0.0,4.6443908991413725,4.30406509320417,1.6094379124341003,2.1972245773362196,1.0986122886681098,2.1972245773362196,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0,0.6931471805599453,0.0,0.0,0.0,1,0.0,0.0,1,0.0,0.0,1,0.0,0.0,0.0,0.0,1,0.0,0,1,11.009356779152121
69370,6.597118416384801,0.0,0.0,0.0,2.0,0.6931471805599453,0.0,4.6443908991413725,4.30406509320417,1.6094379124341003,2.1972245773362196,1.0986122886681098,2.1972245773362196,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0,0.6931471805599453,0.0,0.0,0.0,1,0.0,0.0,1,0.0,0.0,1,0.0,0.0,0.0,0.0,1,0.0,0,1,11.009356779152121
65173,6.597118416384801,0.0,0.0,0.0,2.0,0.6931471805599453,0.0,4.6443908991413725,4.30406509320417,1.6094379124341003,2.1972245773362196,1.0986122886681098,2.1972245773362196,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0,0.6931471805599453,0.0,0.0,0.0,1,0.0,0.0,1,0.0,0.0,1,0.0,0.0,0.0,0.0,1,0.0,0,1,11.009356779152121
11206,6.597118416384801,0.0,0.0,0.0,2.0,0.6931471805599453,0.0,4.6443908991413725,4.30406509320417,1.6094379124341003,2.1972245773362196,1.0986122886681098,2.1972245773362196,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0,0.6931471805599453,0.0,0.0,0.0,1,0.0,0.0,1,0.0,0.0,1,0.0,0.0,0.0,0.0,1,0.0,0,1,11.009356779152121
48679,6.277413869214583,0.6931471805599453,0.0,0.0,2.5,0.0,0.0,4.418840607796598,4.30406509320417,2.3978952727983707,2.6026896854443837,1.791759469228055,3.258096538021482,0.0,0.0,1,0.0,0.0,0.0,0.0,0.6931471805599453,0,0.0,0.0,0.0,0.0,1,0.0,0.0,1,0.0,0.0,1,0.0,0.0,0.0,0.0,1,0.0,0,1,11.654051693674734
76668,6.277413869214583,0.6931471805599453,0.0,0.0,2.5,0.0,0.0,4.418840607796598,4.30406509320417,2.3978952727983707,2.6026896854443837,1.791759469228055,3.258096538021482,0.0,0.0,1,0.0,0.0,0.0,0.0,0.6931471805599453,0,0.0,0.0,0.0,0.0,1,0.0,0.0,1,0.0,0.0,1,0.0,0.0,0.0,0.0,1,0.0,0,1,11.654051693674734
47327,6.277413869214583,0.6931471805599453,0.0,0.0,2.5,0.0,0.0,4.418840607796598,4.30406509320417,2.3978952727983707,2.6026896854443837,1.791759469228055,3.258096538021482,0.0,0.0,1,0.0,0.0,0.0,0.0,0.6931471805599453,0,0.0,0.0,0.0,0.0,1,0.0,0.0,1,0.0,0.0,1,0.0,0.0,0.0,0.0,1,0.0,0,1,11.654051693674734
51417,6.277413869214583,0.6931471805599453,0.0,0.0,2.5,0.0,0.0,4.418840607796598,4.30406509320417,2.3978952727983707,2.6026896854443837,1.791759469228055,3.258096538021482,0.0,0.0,1,0.0,0.0,0.0,0.0,0.6931471805599453,0,0.0,0.0,0.0,0.0,1,0.0,0.0,1,0.0,0.0,1,0.0,0.0,0.0,0.0,1,0.0,0,1,11.654051693674734
51331,6.277413869214583,0.6931471805599453,0.0,0.0,2.5,0.0,0.0,4.418840607796598,4.30406509320417,2.3978952727983707,2.6026896854443837,1.791759469228055,3.258096538021482,0.0,0.0,1,0.0,0.0,0.0,0.0,0.6931471805599453,0,0.0,0.0,0.0,0.0,1,0.0,0.0,1,0.0,0.0,1,0.0,0.0,0.0,0.0,1,0.0,0,1,11.654051693674734
70459,6.277413869214583,0.6931471805599453,0.0,0.0,2.5,0.0,0.0,4.418840607796598,4.30406509320417,2.3978952727983707,2.6026896854443837,1.791759469228055,3.258096538021482,0.0,0.0,1,0.0,0.0,0.0,0.0,0.6931471805599453,0,0.0,0.0,0.0,0.0,1,0.0,0.0,1,0.0,0.0,1,0.0,0.0,0.0,0.0,1,0.0,0,1,11.654051693674734
33612,6.277413869214583,0.6931471805599453,0.0,0.0,2.5,0.0,0.0,4.418840607796598,4.30406509320417,2.3978952727983707,2.6026896854443837,1.791759469228055,3.258096538021482,0.0,0.0,1,0.0,0.0,0.0,0.0,0.6931471805599453,0,0.0,0.0,0.0,0.0,1,0.0,0.0,1,0.0,0.0,1,0.0,0.0,0.0,0.0,1,0.0,0,1,11.654051693674734
16816,6.277413869214583,0.6931471805599453,0.0,0.0,2.5,0.0,0.0,4.418840607796598,4.30406509320417,2.3978952727983707,2.6026896854443837,1.791759469228055,3.258096538021482,0.0,0.0,1,0.0,0.0,0.0,0.0,0.6931471805599453,0,0.0,0.0,0.0,0.0,1,0.0,0.0,1,0.0,0.0,1,0.0,0.0,0.0,0.0,1,0.0,0,1,11.654051693674734
76420,6.277413869214583,0.6931471805599453,0.0,0.0,2.5,0.0,0.0,4.418840607796598,4.30406509320417,2.3978952727983707,2.6026896854443837,1.791759469228055,3.258096538021482,0.0,0.0,1,0.0,0.0,0.0,0.0,0.6931471805599453,0,0.0,0.0,0.0,0.0,1,0.0,0.0,1,0.0,0.0,1,0.0,0.0,0.0,0.0,1,0.0,0,1,11.654051693674734
37081,6.277413869214583,0.6931471805599453,0.0,0.0,2.5,0.0,0.0,4.418840607796598,4.30406509320417,2.3978952727983707,2.6026896854443837,1.791759469228055,3.258096538021482,0.0,0.0,1,0.0,0.0,0.0,0.0,0.6931471805599453,0,0.0,0.0,0.0,0.0,1,0.0,0.0,1,0.0,0.0,1,0.0,0.0,0.0,0.0,1,0.0,0,1,11.654051693674734
72032,6.277413869214583,0.6931471805599453,0.0,0.0,2.5,0.0,0.0,4.418840607796598,4.30406509320417,2.3978952727983707,2.6026896854443837,1.791759469228055,3.258096538021482,0.0,0.0,1,0.0,0.0,0.0,0.0,0.6931471805599453,0,0.0,0.0,0.0,0.0,1,0.0,0.0,1,0.0,0.0,1,0.0,0.0,0.0,0.0,1,0.0,0,1,11.654051693674734
17229,6.277413869214583,0.6931471805599453,0.0,0.0,2.5,0.0,0.0,4.418840607796598,4.30406509320417,2.3978952727983707,2.6026896854443837,1.791759469228055,3.258096538021482,0.0,0.0,1,0.0,0.0,0.0,0.0,0.6931471805599453,0,0.0,0.0,0.0,0.0,1,0.0,0.0,1,0.0,0.0,1,0.0,0.0,0.0,0.0,1,0.0,0,1,11.654051693674734
10060,6.277413869214583,0.6931471805599453,0.0,0.0,2.5,0.0,0.0,4.418840607796598,4.30406509320417,2.3978952727983707,2.6026896854443837,1.791759469228055,3.258096538021482,0.0,0.0,1,0.0,0.0,0.0,0.0,0.6931471805599453,0,0.0,0.0,0.0,0.0,1,0.0,0.0,1,0.0,0.0,1,0.0,0.0,0.0,0.0,1,0.0,0,1,11.654051693674734
24398,6.277413869214583,0.6931471805599453,0.0,0.0,2.5,0.0,0.0,4.418840607796598,4.30406509320417,2.3978952727983707,2.6026896854443837,1.791759469228055,3.258096538021482,0.0,0.0,1,0.0,0.0,0.0,0.0,0.6931471805599453,0,0.0,0.0,0.0,0.0,1,0.0,0.0,1,0.0,0.0,1,0.0,0.0,0.0,0.0,1,0.0,0,1,11.654051693674734
21272,6.277413869214583,0.6931471805599453,0.0,0.0,2.5,0.0,0.0,4.418840607796598,4.30406509320417,2.3978952727983707,2.6026896854443837,1.791759469228055,3.258096538021482,0.0,0.0,1,0.0,0.0,0.0,0.0,0.6931471805599453,0,0.0,0.0,0.0,0.0,1,0.0,0.0,1,0.0,0.0,1,0.0,0.0,0.0,0.0,1,0.0,0,1,11.654051693674734
56968,6.277413869214583,0.6931471805599453,0.0,0.0,2.5,0.0,0.0,4.418840607796598,4.30406509320417,2.3978952727983707,2.6026896854443837,1.791759469228055,3.258096538021482,0.0,0.0,1,0.0,0.0,0.0,0.0,0.6931471805599453,0,0.0,0.0,0.0,0.0,1,0.0,0.0,1,0.0,0.0,1,0.0,0.0,0.0,0.0,1,0.0,0,1,11.654051693674734
70724,6.277413869214583,0.6931471805599453,0.0,0.0,2.5,0.0,0.0,4.418840607796598,4.30406509320417,2.3978952727983707,2.6026896854443837,1.791759469228055,3.258096538021482,0.0,0.0,1,0.0,0.0,0.0,0.0,0.6931471805599453,0,0.0,0.0,0.0,0.0,1,0.0,0.0,1,0.0,0.0,1,0.0,0.0,0.0,0.0,1,0.0,0,1,11.654051693674734
65574,6.277413869214583,0.6931471805599453,0.0,0.0,2.5,0.0,0.0,4.418840607796598,4.30406509320417,2.3978952727983707,2.6026896854443837,1.791759469228055,3.258096538021482,0.0,0.0,1,0.0,0.0,0.0,0.0,0.6931471805599453,0,0.0,0.0,0.0,0.0,1,0.0,0.0,1,0.0,0.0,1,0.0,0.0,0.0,0.0,1,0.0,0,1,11.654051693674734
39179,6.277413869214583,0.6931471805599453,0.0,0.0,2.5,0.0,0.0,4.418840607796598,4.30406509320417,2.3978952727983707,2.6026896854443837,1.791759469228055,3.258096538021482,0.0,0.0,1,0.0,0.0,0.0,0.0,0.6931471805599453,0,0.0,0.0,0.0,0.0,1,0.0,0.0,1,0.0,0.0,1,0.0,0.0,0.0,0.0,1,0.0,0,1,11.654051693674734
39607,6.277413869214583,0.6931471805599453,0.0,0.0,2.5,0.0,0.0,4.418840607796598,4.30406509320417,2.3978952727983707,2.6026896854443837,1.791759469228055,3.258096538021482,0.0,0.0,1,0.0,0.0,0.0,0.0,0.6931471805599453,0,0.0,0.0,0.0,0.0,1,0.0,0.0,1,0.0,0.0,1,0.0,0.0,0.0,0.0,1,0.0,0,1,11.654051693674734
78799,6.277413869214583,0.6931471805599453,0.0,0.0,2.5,0.0,0.0,4.418840607796598,4.30406509320417,2.3978952727983707,2.6026896854443837,1.791759469228055,3.258096538021482,0.0,0.0,1,0.0,0.0,0.0,0.0,0.6931471805599453,0,0.0,0.0,0.0,0.0,1,0.0,0.0,1,0.0,0.0,1,0.0,0.0,0.0,0.0,1,0.0,0,1,11.654051693674734
76923,6.277413869214583,0.6931471805599453,0.0,0.0,2.5,0.0,0.0,4.418840607796598,4.30406509320417,2.3978952727983707,2.6026896854443837,1.791759469228055,3.258096538021482,0.0,0.0,1,0.0,0.0,0.0,0.0,0.6931471805599453,0,0.0,0.0,0.0,0.0,1,0.0,0.0,1,0.0,0.0,1,0.0,0.0,0.0,0.0,1,0.0,0,1,11.654051693674734
7795,6.277413869214583,0.6931471805599453,0.0,0.0,2.5,0.0,0.0,4.418840607796598,4.30406509320417,2.3978952727983707,2.6026896854443837,1.791759469228055,3.258096538021482,0.0,0.0,1,0.0,0.0,0.0,0.0,0.6931471805599453,0,0.0,0.0,0.0,0.0,1,0.0,0.0,1,0.0,0.0,1,0.0,0.0,0.0,0.0,1,0.0,0,1,11.654051693674734
28135,6.277413869214583,0.6931471805599453,0.0,0.0,2.5,0.0,0.0,4.418840607796598,4.30406509320417,2.3978952727983707,2.6026896854443837,1.791759469228055,3.258096538021482,0.0,0.0,1,0.0,0.0,0.0,0.0,0.6931471805599453,0,0.0,0.0,0.0,0.0,1,0.0,0.0,1,0.0,0.0,1,0.0,0.0,0.0,0.0,1,0.0,0,1,11.654051693674734
44747,6.277413869214583,0.6931471805599453,0.0,0.0,2.5,0.0,0.0,4.418840607796598,4.30406509320417,2.3978952727983707,2.6026896854443837,1.791759469228055,3.258096538021482,0.0,0.0,1,0.0,0.0,0.0,0.0,0.6931471805599453,0,0.0,0.0,0.0,0.0,1,0.0,0.0,1,0.0,0.0,1,0.0,0.0,0.0,0.0,1,0.0,0,1,11.654051693674734
19795,6.277413869214583,0.6931471805599453,0.0,0.0,2.5,0.0,0.0,4.418840607796598,4.30406509320417,2.3978952727983707,2.6026896854443837,1.791759469228055,3.258096538021482,0.0,0.0,1,0.0,0.0,0.0,0.0,0.6931471805599453,0,0.0,0.0,0.0,0.0,1,0.0,0.0,1,0.0,0.0,1,0.0,0.0,0.0,0.0,1,0.0,0,1,11.654051693674734
4696,6.277413869214583,0.6931471805599453,0.0,0.0,2.5,0.0,0.0,4.418840607796598,4.30406509320417,2.3978952727983707,2.6026896854443837,1.791759469228055,3.258096538021482,0.0,0.0,1,0.0,0.0,0.0,0.0,0.6931471805599453,0,0.0,0.0,0.0,0.0,1,0.0,0.0,1,0.0,0.0,1,0.0,0.0,0.0,0.0,1,0.0,0,1,11.654051693674734
29796,6.277413869214583,0.6931471805599453,0.0,0.0,2.5,0.0,0.0,4.418840607796598,4.30406509320417,2.3978952727983707,2.6026896854443837,1.791759469228055,3.258096538021482,0.0,0.0,1,0.0,0.0,0.0,0.0,0.6931471805599453,0,0.0,0.0,0.0,0.0,1,0.0,0.0,1,0.0,0.0,1,0.0,0.0,0.0,0.0,1,0.0,0,1,11.654051693674734
37611,6.277413869214583,0.6931471805599453,0.0,0.0,2.5,0.0,0.0,4.418840607796598,4.30406509320417,2.3978952727983707,2.6026896854443837,1.791759469228055,3.258096538021482,0.0,0.0,1,0.0,0.0,0.0,0.0,0.6931471805599453,0,0.0,0.0,0.0,0.0,1,0.0,0.0,1,0.0,0.0,1,0.0,0.0,0.0,0.0,1,0.0,0,1,11.654051693674734
59413,6.277413869214583,0.6931471805599453,0.0,0.0,2.5,0.0,0.0,4.418840607796598,4.30406509320417,2.3978952727983707,2.6026896854443837,1.791759469228055,3.258096538021482,0.0,0.0,1,0.0,0.0,0.0,0.0,0.6931471805599453,0,0.0,0.0,0.0,0.0,1,0.0,0.0,1,0.0,0.0,1,0.0,0.0,0.0,0.0,1,0.0,0,1,11.654051693674734
33229,6.277413869214583,0.6931471805599453,0.0,0.0,2.5,0.0,0.0,4.418840607796598,4.30406509320417,2.3978952727983707,2.6026896854443837,1.791759469228055,3.258096538021482,0.0,0.0,1,0.0,0.0,0.0,0.0,0.6931471805599453,0,0.0,0.0,0.0,0.0,1,0.0,0.0,1,0.0,0.0,1,0.0,0.0,0.0,0.0,1,0.0,0,1,11.654051693674734
77866,6.277413869214583,0.6931471805599453,0.0,0.0,2.5,0.0,0.0,4.418840607796598,4.30406509320417,2.3978952727983707,2.6026896854443837,1.791759469228055,3.258096538021482,0.0,0.0,1,0.0,0.0,0.0,0.0,0.6931471805599453,0,0.0,0.0,0.0,0.0,1,0.0,0.0,1,0.0,0.0,1,0.0,0.0,0.0,0.0,1,0.0,0,1,11.654051693674734
68935,6.277413869214583,0.6931471805599453,0.0,0.0,2.5,0.0,0.0,4.418840607796598,4.30406509320417,2.3978952727983707,2.6026896854443837,1.791759469228055,3.258096538021482,0.0,0.0,1,0.0,0.0,0.0,0.0,0.6931471805599453,0,0.0,0.0,0.0,0.0,1,0.0,0.0,1,0.0,0.0,1,0.0,0.0,0.0,0.0,1,0.0,0,1,11.654051693674734
77747,6.277413869214583,0.6931471805599453,0.0,0.0,2.5,0.0,0.0,4.418840607796598,4.30406509320417,2.3978952727983707,2.6026896854443837,1.791759469228055,3.258096538021482,0.0,0.0,1,0.0,0.0,0.0,0.0,0.6931471805599453,0,0.0,0.0,0.0,0.0,1,0.0,0.0,1,0.0,0.0,1,0.0,0.0,0.0,0.0,1,0.0,0,1,11.654051693674734
54141,6.277413869214583,0.6931471805599453,0.0,0.0,2.5,0.0,0.0,4.418840607796598,4.30406509320417,2.3978952727983707,2.6026896854443837,1.791759469228055,3.258096538021482,0.0,0.0,1,0.0,0.0,0.0,0.0,0.6931471805599453,0,0.0,0.0,0.0,0.0,1,0.0,0.0,1,0.0,0.0,1,0.0,0.0,0.0,0.0,1,0.0,0,1,11.654051693674734
32589,6.277413869214583,0.6931471805599453,0.0,0.0,2.5,0.0,0.0,4.418840607796598,4.30406509320417,2.3978952727983707,2.6026896854443837,1.791759469228055,3.258096538021482,0.0,0.0,1,0.0,0.0,0.0,0.0,0.6931471805599453,0,0.0,0.0,0.0,0.0,1,0.0,0.0,1,0.0,0.0,1,0.0,0.0,0.0,0.0,1,0.0,0,1,11.654051693674734
32468,6.277413869214583,0.6931471805599453,0.0,0.0,2.5,0.0,0.0,4.418840607796598,4.30406509320417,2.3978952727983707,2.6026896854443837,1.791759469228055,3.258096538021482,0.0,0.0,1,0.0,0.0,0.0,0.0,0.6931471805599453,0,0.0,0.0,0.0,0.0,1,0.0,0.0,1,0.0,0.0,1,0.0,0.0,0.0,0.0,1,0.0,0,1,11.654051693674734
14750,6.277413869214583,0.6931471805599453,0.0,0.0,2.5,0.0,0.0,4.418840607796598,4.30406509320417,2.3978952727983707,2.6026896854443837,1.791759469228055,3.258096538021482,0.0,0.0,1,0.0,0.0,0.0,0.0,0.6931471805599453,0,0.0,0.0,0.0,0.0,1,0.0,0.0,1,0.0,0.0,1,0.0,0.0,0.0,0.0,1,0.0,0,1,11.654051693674734
29598,6.277413869214583,0.6931471805599453,0.0,0.0,2.5,0.0,0.0,4.418840607796598,4.30406509320417,2.3978952727983707,2.6026896854443837,1.791759469228055,3.258096538021482,0.0,0.0,1,0.0,0.0,0.0,0.0,0.6931471805599453,0,0.0,0.0,0.0,0.0,1,0.0,0.0,1,0.0,0.0,1,0.0,0.0,0.0,0.0,1,0.0,0,1,11.654051693674734
68039,6.277413869214583,0.6931471805599453,0.0,0.0,2.5,0.0,0.0,4.418840607796598,4.30406509320417,2.3978952727983707,2.6026896854443837,1.791759469228055,3.258096538021482,0.0,0.0,1,0.0,0.0,0.0,0.0,0.6931471805599453,0,0.0,0.0,0.0,0.0,1,0.0,0.0,1,0.0,0.0,1,0.0,0.0,0.0,0.0,1,0.0,0,1,11.654051693674734
22192,6.277413869214583,0.6931471805599453,0.0,0.0,2.5,0.0,0.0,4.418840607796598,4.30406509320417,2.3978952727983707,2.6026896854443837,1.791759469228055,3.258096538021482,0.0,0.0,1,0.0,0.0,0.0,0.0,0.6931471805599453,0,0.0,0.0,0.0,0.0,1,0.0,0.0,1,0.0,0.0,1,0.0,0.0,0.0,0.0,1,0.0,0,1,11.654051693674734
53689,6.277413869214583,0.6931471805599453,0.0,0.0,2.5,0.0,0.0,4.418840607796598,4.30406509320417,2.3978952727983707,2.6026896854443837,1.791759469228055,3.258096538021482,0.0,0.0,1,0.0,0.0,0.0,0.0,0.6931471805599453,0,0.0,0.0,0.0,0.0,1,0.0,0.0,1,0.0,0.0,1,0.0,0.0,0.0,0.0,1,0.0,0,1,11.654051693674734
77518,6.277413869214583,0.6931471805599453,0.0,0.0,2.5,0.0,0.0,4.418840607796598,4.30406509320417,2.3978952727983707,2.6026896854443837,1.791759469228055,3.258096538021482,0.0,0.0,1,0.0,0.0,0.0,0.0,0.6931471805599453,0,0.0,0.0,0.0,0.0,1,0.0,0.0,1,0.0,0.0,1,0.0,0.0,0.0,0.0,1,0.0,0,1,11.654051693674734
44030,6.277413869214583,0.6931471805599453,0.0,0.0,2.5,0.0,0.0,4.418840607796598,4.30406509320417,2.3978952727983707,2.6026896854443837,1.791759469228055,3.258096538021482,0.0,0.0,1,0.0,0.0,0.0,0.0,0.6931471805599453,0,0.0,0.0,0.0,0.0,1,0.0,0.0,1,0.0,0.0,1,0.0,0.0,0.0,0.0,1,0.0,0,1,11.654051693674734
49097,6.277413869214583,0.6931471805599453,0.0,0.0,2.5,0.0,0.0,4.418840607796598,4.30406509320417,2.3978952727983707,2.6026896854443837,1.791759469228055,3.258096538021482,0.0,0.0,1,0.0,0.0,0.0,0.0,0.6931471805599453,0,0.0,0.0,0.0,0.0,1,0.0,0.0,1,0.0,0.0,1,0.0,0.0,0.0,0.0,1,0.0,0,1,11.654051693674734
44701,6.277413869214583,0.6931471805599453,0.0,0.0,2.5,0.0,0.0,4.418840607796598,4.30406509320417,2.3978952727983707,2.6026896854443837,1.791759469228055,3.258096538021482,0.0,0.0,1,0.0,0.0,0.0,0.0,0.6931471805599453,0,0.0,0.0,0.0,0.0,1,0.0,0.0,1,0.0,0.0,1,0.0,0.0,0.0,0.0,1,0.0,0,1,11.654051693674734
40651,6.277413869214583,0.6931471805599453,0.0,0.0,2.5,0.0,0.0,4.418840607796598,4.30406509320417,2.3978952727983707,2.6026896854443837,1.791759469228055,3.258096538021482,0.0,0.0,1,0.0,0.0,0.0,0.0,0.6931471805599453,0,0.0,0.0,0.0,0.0,1,0.0,0.0,1,0.0,0.0,1,0.0,0.0,0.0,0.0,1,0.0,0,1,11.654051693674734
70553,6.277413869214583,0.6931471805599453,0.0,0.0,2.5,0.0,0.0,4.418840607796598,4.30406509320417,2.3978952727983707,2.6026896854443837,1.791759469228055,3.258096538021482,0.0,0.0,1,0.0,0.0,0.0,0.0,0.6931471805599453,0,0.0,0.0,0.0,0.0,1,0.0,0.0,1,0.0,0.0,1,0.0,0.0,0.0,0.0,1,0.0,0,1,11.654051693674734
61638,6.277413869214583,0.6931471805599453,0.0,0.0,2.5,0.0,0.0,4.418840607796598,4.30406509320417,2.3978952727983707,2.6026896854443837,1.791759469228055,3.258096538021482,0.0,0.0,1,0.0,0.0,0.0,0.0,0.6931471805599453,0,0.0,0.0,0.0,0.0,1,0.0,0.0,1,0.0,0.0,1,0.0,0.0,0.0,0.0,1,0.0,0,1,11.654051693674734
14463,6.277413869214583,0.6931471805599453,0.0,0.0,2.5,0.0,0.0,4.418840607796598,4.30406509320417,2.3978952727983707,2.6026896854443837,1.791759469228055,3.258096538021482,0.0,0.0,1,0.0,0.0,0.0,0.0,0.6931471805599453,0,0.0,0.0,0.0,0.0,1,0.0,0.0,1,0.0,0.0,1,0.0,0.0,0.0,0.0,1,0.0,0,1,11.654051693674734
1069,6.277413869214583,0.6931471805599453,0.0,0.0,2.5,0.0,0.0,4.418840607796598,4.30406509320417,2.3978952727983707,2.6026896854443837,1.791759469228055,3.258096538021482,0.0,0.0,1,0.0,0.0,0.0,0.0,0.6931471805599453,0,0.0,0.0,0.0,0.0,1,0.0,0.0,1,0.0,0.0,1,0.0,0.0,0.0,0.0,1,0.0,0,1,11.654051693674734
73919,6.277413869214583,0.6931471805599453,0.0,0.0,2.5,0.0,0.0,4.418840607796598,4.30406509320417,2.3978952727983707,2.6026896854443837,1.791759469228055,3.258096538021482,0.0,0.0,1,0.0,0.0,0.0,0.0,0.6931471805599453,0,0.0,0.0,0.0,0.0,1,0.0,0.0,1,0.0,0.0,1,0.0,0.0,0.0,0.0,1,0.0,0,1,11.654051693674734
36603,6.277413869214583,0.6931471805599453,0.0,0.0,2.5,0.0,0.0,4.418840607796598,4.30406509320417,2.3978952727983707,2.6026896854443837,1.791759469228055,3.258096538021482,0.0,0.0,1,0.0,0.0,0.0,0.0,0.6931471805599453,0,0.0,0.0,0.0,0.0,1,0.0,0.0,1,0.0,0.0,1,0.0,0.0,0.0,0.0,1,0.0,0,1,11.654051693674734
48041,6.277413869214583,0.6931471805599453,0.0,0.0,2.5,0.0,0.0,4.418840607796598,4.30406509320417,2.3978952727983707,2.6026896854443837,1.791759469228055,3.258096538021482,0.0,0.0,1,0.0,0.0,0.0,0.0,0.6931471805599453,0,0.0,0.0,0.0,0.0,1,0.0,0.0,1,0.0,0.0,1,0.0,0.0,0.0,0.0,1,0.0,0,1,11.654051693674734
21681,6.277413869214583,0.6931471805599453,0.0,0.0,2.5,0.0,0.0,4.418840607796598,4.30406509320417,2.3978952727983707,2.6026896854443837,1.791759469228055,3.258096538021482,0.0,0.0,1,0.0,0.0,0.0,0.0,0.6931471805599453,0,0.0,0.0,0.0,0.0,1,0.0,0.0,1,0.0,0.0,1,0.0,0.0,0.0,0.0,1,0.0,0,1,11.654051693674734
26196,6.277413869214583,0.6931471805599453,0.0,0.0,2.5,0.0,0.0,4.418840607796598,4.30406509320417,2.3978952727983707,2.6026896854443837,1.791759469228055,3.258096538021482,0.0,0.0,1,0.0,0.0,0.0,0.0,0.6931471805599453,0,0.0,0.0,0.0,0.0,1,0.0,0.0,1,0.0,0.0,1,0.0,0.0,0.0,0.0,1,0.0,0,1,11.654051693674734
70121,6.277413869214583,0.6931471805599453,0.0,0.0,2.5,0.0,0.0,4.418840607796598,4.30406509320417,2.3978952727983707,2.6026896854443837,1.791759469228055,3.258096538021482,0.0,0.0,1,0.0,0.0,0.0,0.0,0.6931471805599453,0,0.0,0.0,0.0,0.0,1,0.0,0.0,1,0.0,0.0,1,0.0,0.0,0.0,0.0,1,0.0,0,1,11.654051693674734
21915,6.277413869214583,0.6931471805599453,0.0,0.0,2.5,0.0,0.0,4.418840607796598,4.30406509320417,2.3978952727983707,2.6026896854443837,1.791759469228055,3.258096538021482,0.0,0.0,1,0.0,0.0,0.0,0.0,0.6931471805599453,0,0.0,0.0,0.0,0.0,1,0.0,0.0,1,0.0,0.0,1,0.0,0.0,0.0,0.0,1,0.0,0,1,11.654051693674734
2523,6.277413869214583,0.6931471805599453,0.0,0.0,2.5,0.0,0.0,4.418840607796598,4.30406509320417,2.3978952727983707,2.6026896854443837,1.791759469228055,3.258096538021482,0.0,0.0,1,0.0,0.0,0.0,0.0,0.6931471805599453,0,0.0,0.0,0.0,0.0,1,0.0,0.0,1,0.0,0.0,1,0.0,0.0,0.0,0.0,1,0.0,0,1,11.654051693674734
42638,6.277413869214583,0.6931471805599453,0.0,0.0,2.5,0.0,0.0,4.418840607796598,4.30406509320417,2.3978952727983707,2.6026896854443837,1.791759469228055,3.258096538021482,0.0,0.0,1,0.0,0.0,0.0,0.0,0.6931471805599453,0,0.0,0.0,0.0,0.0,1,0.0,0.0,1,0.0,0.0,1,0.0,0.0,0.0,0.0,1,0.0,0,1,11.654051693674734
54225,6.277413869214583,0.6931471805599453,0.0,0.0,2.5,0.0,0.0,4.418840607796598,4.30406509320417,2.3978952727983707,2.6026896854443837,1.791759469228055,3.258096538021482,0.0,0.0,1,0.0,0.0,0.0,0.0,0.6931471805599453,0,0.0,0.0,0.0,0.0,1,0.0,0.0,1,0.0,0.0,1,0.0,0.0,0.0,0.0,1,0.0,0,1,11.654051693674734
2824,6.277413869214583,0.6931471805599453,0.0,0.0,2.5,0.0,0.0,4.418840607796598,4.30406509320417,2.3978952727983707,2.6026896854443837,1.791759469228055,3.258096538021482,0.0,0.0,1,0.0,0.0,0.0,0.0,0.6931471805599453,0,0.0,0.0,0.0,0.0,1,0.0,0.0,1,0.0,0.0,1,0.0,0.0,0.0,0.0,1,0.0,0,1,11.654051693674734
78658,6.277413869214583,0.6931471805599453,0.0,0.0,2.5,0.0,0.0,4.418840607796598,4.30406509320417,2.3978952727983707,2.6026896854443837,1.791759469228055,3.258096538021482,0.0,0.0,1,0.0,0.0,0.0,0.0,0.6931471805599453,0,0.0,0.0,0.0,0.0,1,0.0,0.0,1,0.0,0.0,1,0.0,0.0,0.0,0.0,1,0.0,0,1,11.654051693674734
